date,nav,scheme_name,scheme_code
01-06-2026,97.1944,Nippon_LargeCap,118632
29-05-2026,98.4656,Nippon_LargeCap,118632
27-05-2026,99.8092,Nippon_LargeCap,118632
26-05-2026,99.4356,Nippon_LargeCap,118632
25-05-2026,99.8047,Nippon_LargeCap,118632
22-05-2026,98.7497,Nippon_LargeCap,118632
21-05-2026,98.3781,Nippon_LargeCap,118632
20-05-2026,98.3933,Nippon_LargeCap,118632
19-05-2026,98.1289,Nippon_LargeCap,118632
18-05-2026,97.9372,Nippon_LargeCap,118632
15-05-2026,98.0059,Nippon_LargeCap,118632
14-05-2026,98.0606,Nippon_LargeCap,118632
13-05-2026,97.169,Nippon_LargeCap,118632
12-05-2026,97.1846,Nippon_LargeCap,118632
11-05-2026,99.2007,Nippon_LargeCap,118632
08-05-2026,100.4981,Nippon_LargeCap,118632
07-05-2026,101.2917,Nippon_LargeCap,118632
06-05-2026,101.1725,Nippon_LargeCap,118632
05-05-2026,99.9072,Nippon_LargeCap,118632
04-05-2026,100.0932,Nippon_LargeCap,118632
30-04-2026,99.5502,Nippon_LargeCap,118632
29-04-2026,100.3928,Nippon_LargeCap,118632
28-04-2026,99.9782,Nippon_LargeCap,118632
27-04-2026,100.6093,Nippon_LargeCap,118632
24-04-2026,99.76,Nippon_LargeCap,118632
23-04-2026,100.8016,Nippon_LargeCap,118632
22-04-2026,101.5803,Nippon_LargeCap,118632
21-04-2026,101.9645,Nippon_LargeCap,118632
20-04-2026,100.9566,Nippon_LargeCap,118632
17-04-2026,100.7903,Nippon_LargeCap,118632
16-04-2026,99.9263,Nippon_LargeCap,118632
15-04-2026,99.8843,Nippon_LargeCap,118632
13-04-2026,98.1851,Nippon_LargeCap,118632
10-04-2026,98.8886,Nippon_LargeCap,118632
09-04-2026,97.4948,Nippon_LargeCap,118632
08-04-2026,98.1861,Nippon_LargeCap,118632
07-04-2026,94.7584,Nippon_LargeCap,118632
06-04-2026,94.353,Nippon_LargeCap,118632
02-04-2026,93.2361,Nippon_LargeCap,118632
01-04-2026,92.9211,Nippon_LargeCap,118632
31-03-2026,91.4539,Nippon_LargeCap,118632
30-03-2026,91.455,Nippon_LargeCap,118632
27-03-2026,93.579,Nippon_LargeCap,118632
25-03-2026,95.6217,Nippon_LargeCap,118632
24-03-2026,93.8354,Nippon_LargeCap,118632
23-03-2026,92.1523,Nippon_LargeCap,118632
20-03-2026,94.8276,Nippon_LargeCap,118632
19-03-2026,94.5458,Nippon_LargeCap,118632
18-03-2026,97.5488,Nippon_LargeCap,118632
17-03-2026,96.6146,Nippon_LargeCap,118632
16-03-2026,95.9441,Nippon_LargeCap,118632
13-03-2026,95.1844,Nippon_LargeCap,118632
12-03-2026,97.31,Nippon_LargeCap,118632
11-03-2026,98.1139,Nippon_LargeCap,118632
10-03-2026,99.4725,Nippon_LargeCap,118632
09-03-2026,98.2895,Nippon_LargeCap,118632
06-03-2026,100.0829,Nippon_LargeCap,118632
05-03-2026,101.1422,Nippon_LargeCap,118632
04-03-2026,99.951,Nippon_LargeCap,118632
02-03-2026,101.8541,Nippon_LargeCap,118632
27-02-2026,103.3052,Nippon_LargeCap,118632
26-02-2026,104.5075,Nippon_LargeCap,118632
25-02-2026,104.4641,Nippon_LargeCap,118632
24-02-2026,103.9564,Nippon_LargeCap,118632
23-02-2026,104.8203,Nippon_LargeCap,118632
20-02-2026,104.2351,Nippon_LargeCap,118632
19-02-2026,103.5918,Nippon_LargeCap,118632
18-02-2026,105.2559,Nippon_LargeCap,118632
17-02-2026,104.7084,Nippon_LargeCap,118632
16-02-2026,104.5361,Nippon_LargeCap,118632
13-02-2026,103.8148,Nippon_LargeCap,118632
12-02-2026,104.9922,Nippon_LargeCap,118632
11-02-2026,105.5426,Nippon_LargeCap,118632
10-02-2026,105.3572,Nippon_LargeCap,118632
09-02-2026,104.8998,Nippon_LargeCap,118632
06-02-2026,103.9204,Nippon_LargeCap,118632
05-02-2026,103.759,Nippon_LargeCap,118632
04-02-2026,104.0764,Nippon_LargeCap,118632
03-02-2026,103.8538,Nippon_LargeCap,118632
02-02-2026,101.2456,Nippon_LargeCap,118632
30-01-2026,102.2355,Nippon_LargeCap,118632
29-01-2026,102.3949,Nippon_LargeCap,118632
28-01-2026,101.8416,Nippon_LargeCap,118632
27-01-2026,100.8952,Nippon_LargeCap,118632
23-01-2026,100.5127,Nippon_LargeCap,118632
22-01-2026,101.5393,Nippon_LargeCap,118632
21-01-2026,100.8963,Nippon_LargeCap,118632
20-01-2026,101.2908,Nippon_LargeCap,118632
19-01-2026,102.9226,Nippon_LargeCap,118632
16-01-2026,103.2136,Nippon_LargeCap,118632
14-01-2026,103.3177,Nippon_LargeCap,118632
13-01-2026,103.3735,Nippon_LargeCap,118632
12-01-2026,103.6218,Nippon_LargeCap,118632
